"clean_comment";"label"
"json format";"CODE"
"comma separated";"-"
"microsoft";"-"
"json format";"CODE"
"comma separated";"-"
"the cached jwt token so that we can use the same token for different requests";"CODE"
"the expiration time of access token in millisecond to control if we need to renew the token";"TASK"
"as certpassword is in the config file we need to mask them";"TASK"
"use a new no cache instance to avoid the default config to be overwritten";"CODE"
"use a new no cache instance to avoid the default config to be overwritten";"CODE"
"handle the url rewrite here";"CODE"
"if no matched rule in the list use the original requestpath";"CODE"
"there is no url rewrite rules so use the original requestpath";"CODE"
"iterate the key set from the pathprefixauth map";"IRRE"
"private access token for authentication";"CODE"
"if system currenttimemillis accesstokenexpiration 5000 leave 5 seconds room";"CODE"
"audit log the endpoint info";"CODE"
"only basic authentication is used for the access";"CODE"
"no authorization header for this type of the request";"CODE"
"microsoft access token for authentication";"CODE"
"if system currenttimemillis microsoftexpiration 50000 leave 50 seconds room";"CODE"
"not the mras path go to the next middleware handlers";"-"
"call the mras api directly here with the token from the cache";"CODE"
"we cannot use the http2client ssl context as we need two way tls here";"CODE"
"this a workaround to bypass the hostname verification in jdk11 http client";"CODE"
"remove empty key in the response header start with a colon";"CODE"
"we cannot use the http2client ssl context as we need two way tls here";"CODE"
"this a workaround to bypass the hostname verification in jdk11 http client";"CODE"
"construct a token response and return it";"CODE"
"token site only need one way tls with a public certificate";"CODE"
"this a workaround to bypass the hostname verification in jdk11 http client";"CODE"
"construct a token response and return it";"CODE"
"tokenresponse setexpiresin long valueof string map get expires in seconds";"IRRE"
"tokenresponse setscope string map get scope microsoft response doesn t have scope in the json";"CODE"
"load key store for client certificate as two way ssl is used";"CODE"
"temp loading the certificate from the keystore instead of truststore from the config";"CODE"
"there are two formats for the urlrewriterules one is a string separated by a space";"CODE"
"and the other is a list of strings separated by a space in json list format";"CODE"
"multiple rules";"-"
"single rule";"-"
"path prefix auth mapping";"-"
"json format";"CODE"
"the object is a list of map we need convert it to pathprefixauth object";"IRRE"
"grant type password";"-"
"the cached jwt token so that we can use the same token for different requests";"CODE"
"as certpassword is in the config file we need to mask them";"TASK"
"make sure that the request path is in the key set remember that key set only contains prefix not the full request path";"CODE"
"handle the url rewrite here";"CODE"
"if no matched rule in the list use the original requestpath";"CODE"
"there is no url rewrite rules so use the original requestpath";"CODE"
"matched the prefix found handler it with the config for this prefix";"CODE"
"if system currenttimemillis pathprefixauth getexpiration pathprefixauth getwaitlength leave 5 seconds room by default";"CODE"
"jwt";"-"
"pathprefixauth setexpiration system currenttimemillis pathprefixauth gettokenttl 1000 tokenttl is the seconds the token is cached";"IRRE"
"not the salesforce path go to the next middleware handler";"CODE"
"encode the jwt header and add it to our string to sign";"CODE"
"separate with a period";"-"
"add the encoded claims object";"TASK"
"sign the jwt header jwt claims object";"CODE"
"separate with a period";"-"
"add the encoded signature";"TASK"
"this a workaround to bypass the hostname verification in jdk11 http client";"CODE"
"access token 00d4c0000008cs2 aqgaqez6v7e2zicfnvmfn5vzhmqvwqfx6lw1 iih6heqdiwupfjdzrbwyp5wzmdastpc2whxl5xaadj6ytiw5p9nhpnluvh5 instance url https networknt sit my salesforce com id https test salesforce com id 00d4c0000008cs2eaa 0054c000000etgwaay token type bearer issued at 1668791215099 signature l9daap0spmigt5njcwru2c1nu2imv37hbfxaximzrg8";"CODE"
"construct a token response and return it";"CODE"
"this a workaround to bypass the hostname verification in jdk11 http client";"CODE"
"construct a token response and return it";"CODE"
"call the salesforce api directly here with the token from the cache";"CODE"
"audit log the endpoint info";"CODE"
"remove empty key in the response header start with a colon";"CODE"
"use http 1 1 connection as i don t think tableau supports http 2 0";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"assert asserttrue body contains https postman echo com get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"paths white list mapping";"-"
"json format";"CODE"
"the path is defined but the ip is not in the list will allow if defaultallow is false and will reject is defaultallow is true";"CODE"
"the path is defined but the ip is not in the list will allow if defaultallow is false and will reject is defaultallow is true";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"connection client connect new uri http localhost 7080 http2client worker http2client ssl http2client buffer pool optionmap create undertowoptions enable http2 true get";"CODE"
"convert to integer if there is no period in the string otherwise it is a double";"CODE"
"get the path and method to construct the endpoint for the operation of tracing";"CODE"
"start the server span";"-"
"this can be retrieved in the business handler to add tags and logs for tracing";"CODE"
"the client module can use this to inject tracer";"CODE"
"add an exchange complete listener to close the root span for the request";"CODE"
"register the service instance to the jaeger tracer agent and create a tracer object if it is enabled";"IRRE"
"import com networknt config schema configschema required import";"CODE"
"import com networknt config schema outputformat required import";"CODE"
