"clean_comment";"label"
"d deferred none maybedeferred slot storage store get file slot type ignore call overload";"CODE"
"if slot doesn t accept item continue with next slot";"CODE"
"create new slot for each slot with itemcount feed export batch item count and close the old one";"CODE"
"https docs scrapy org en latest topics feed exports html feed export batch item count";"CODE"
"load the item filter if declared else load the default filter class";"CODE"
"maxage 3600 24 365 one year";"-"
"obey user agent directive cache control no store";"-"
"what is cacheable https www w3 org protocols rfc2616 rfc2616 sec14 html sec14 9 1";"CODE"
"response cacheability https www w3 org protocols rfc2616 rfc2616 sec13 html sec13 4";"CODE"
"status code 206 is not included because cache can not deal with partial contents";"CODE"
"obey directive cache control no store";"-"
"never cache 304 not modified responses";"CODE"
"cache unconditionally if configured to do so";"TASK"
"any hint on response expiration is good";"CODE"
"firefox fallbacks this statuses to one year expiration if none is set";"IRRE"
"other statuses without expiration requires at least one validator";"CODE"
"any other is probably not eligible for caching";"TASK"
"makes no sense to cache responses that does not contain expiration";"CODE"
"info and can not be revalidated";"-"
"from rfc2616 indicates that the client is willing to";"CODE"
"accept a response that has exceeded its expiration time";"IRRE"
"if max stale is assigned a value then the client is";"IRRE"
"willing to accept a response that has exceeded its";"IRRE"
"expiration time by no more than the specified number of";"-"
"seconds if no value is assigned to max stale then the";"IRRE"
"client is willing to accept a stale response of any age";"CODE"
"cached response is stale try to set validators if any";"CODE"
"use the cached response if the new response is a server error";"CODE"
"as long as the old response didn t specify must revalidate";"CODE"
"use the cached response if the server says it hasn t changed";"IRRE"
"return max 0 int cc b max age type ignore arg type";"CODE"
"reference nshttpresponsehead computefreshnesslifetime";"CODE"
"https dxr mozilla org mozilla central source netwerk protocol http nshttpresponsehead cpp 706";"CODE"
"parse date header or synthesize it if none exists";"IRRE"
"try http 1 0 expires header";"CODE"
"when parsing expires header fails rfc 2616 section 14 21 says we";"CODE"
"should treat this as an expiration time in the past";"CODE"
"fallback to heuristic using last modified header";"CODE"
"this is not in rfc but on firefox caching implementation";"TASK"
"this request can be cached indefinitely";"CODE"
"insufficient information to compute freshness lifetime";"CODE"
"reference nshttpresponsehead computecurrentage";"CODE"
"https dxr mozilla org mozilla central source netwerk protocol http nshttpresponsehead cpp 658";"CODE"
"if date header is not set we assume it is a fast connection and";"CODE"
"clock is in sync with the server";"-"
"age int response headers b age type ignore arg type";"CODE"
"elf db any none the real type is private";"CODE"
"return none not cached";"IRRE"
"return none not found";"IRRE"
"return none expired";"IRRE"
"return cast dict str any pickle loads db f key data noqa s301";"CODE"
"https github com python mypy issues 10740";"CODE"
"gzip open if self use gzip else open type ignore assignment";"CODE"
"return none not found";"IRRE"
"return none expired";"IRRE"
"return cast dict str any pickle load f noqa s301";"CODE"
"date str to unicode date str encoding ascii type ignore arg type";"IRRE"
"return mktime tz parsedate tz date str type ignore arg type";"IRRE"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"stdlib s resource module is only available on unix platforms";"CODE"
"on macos ru maxrss is in bytes on linux it is in kb";"-"
"if self warned warn only once";"CODE"
"typing self requires python 3 11";"CODE"
"io iobase is subclassed here so that exporters can use the postprocessingmanager";"IRRE"
"instance as a file like writable object this could be needed by some exporters";"CODE"
"such as csvitemexporter which wraps the feed storage with io textiowrapper";"-"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"typing self requires python 3 11";"CODE"
"signal to update telnet variables";"CODE"
"args telnet vars";"IRRE"
"typing self requires python 3 11";"CODE"
"pider download delay self start delay spider type ignore attr defined";"CODE"
"typing self requires python 3 11";"CODE"
"defined in the http cookiejar module but undocumented";"CODE"
"https github com python cpython blob v3 9 0 lib http cookiejar py l527";"CODE"
"elf jar cookies lock dummylock type ignore attr defined";"CODE"
"elf jar extract cookies wrsp wreq type ignore arg type";"-"
"elf policy now self jar now int time time type ignore attr defined";"CODE"
"the cookiejar implementation iterates through all domains";"TASK"
"instead we restrict to potential matches on the domain";"CODE"
"if host in self jar cookies type ignore attr defined";"CODE"
"cookies self jar cookies for domain host wreq type ignore attr defined";"CODE"
"attrs self jar cookie attrs cookies type ignore attr defined";"CODE"
"this is still quite inefficient for large number of cookies";"CODE"
"return self jar cookies type ignore attr defined no any return";"CODE"
"return self jar make cookies wrsp wreq type ignore arg type";"CODE"
"elf jar set cookie if ok cookie wrappedrequest request type ignore arg type";"CODE"
"typing self requires python 3 11";"CODE"
"isn t fully compatible typing wise with either dict or caselessdict";"CODE"
"but it needs refactoring anyway see also https github com scrapy scrapy pull 5146";"TASK"
"a workaround for the docs more than one target found problem";"CODE"
"import scrapy noqa tc001";"CODE"
"typing notrequired and typing self require python 3 11";"CODE"
"circular import";"CODE"
"elf encoding str encoding this one has to be set first";"IRRE"
"default 0";"CODE"
"value that the ref scheduler topics scheduler may use for";"IRRE"
"request prioritization";"CODE"
"built in schedulers prioritize requests with a higher priority";"CODE"
"value";"IRRE"
"negative values are allowed";"IRRE"
"class collections abc callable to parse the";"IRRE"
"class scrapy http response to this request once received";"CODE"
"the callable must expect the response as its first parameter and";"IRRE"
"support any additional keyword arguments set through";"TASK"
"attr cb kwargs";"IRRE"
"in addition to an arbitrary callable the following values are also";"IRRE"
"supported";"-"
"none default which indicates that the";"IRRE"
"meth scrapy spider parse method of the spider must be used";"TASK"
"func scrapy http request no callback";"CODE"
"if an unhandled exception is raised during request or response";"CODE"
"processing i e by a ref spider middleware";"-"
"topics spider middleware ref downloader middleware";"CODE"
"topics downloader middleware or download handler";"CODE"
